wavelength_A	flux_0Myr	flux_10Myr	flux_20Myr	flux_30Myr	flux_40Myr	flux_50Myr	flux_60Myr	flux_70Myr	flux_80Myr	flux_90Myr	flux_100Myr	flux_200Myr	flux_300Myr	flux_400Myr	flux_500Myr	flux_600Myr	flux_700Myr	flux_800Myr	flux_900Myr	flux_1000Myr
34721.0	7.618219640533627e+39	2.378020541268202e+39	1.1894358206470376e+39	8.396329566278838e+38	6.638376350240914e+38	5.135113645239433e+38	3.942866466671041e+38	3.942866466671041e+38	3.2171264854665973e+38	2.737281689491613e+38	2.737281689491613e+38	2.520241302440831e+38	2.2395672270450764e+38	1.9700840661284147e+38	1.858463250833858e+38	1.7952933015996492e+38	1.7952933015996492e+38	1.68072793909212e+38	1.5102383190241685e+38	1.5102383190241685e+38
34726.0	7.607897732798323e+39	2.3750490878219023e+39	1.1882157274692178e+39	8.388374902674956e+38	6.632162415053198e+38	5.130342223686742e+38	3.939211707737711e+38	3.939211707737711e+38	3.2141991315223366e+38	2.7348658540756023e+38	2.7348658540756023e+38	2.5179264768082552e+38	2.2373447856609536e+38	1.9680661630046635e+38	1.8566368015674433e+38	1.793718486268212e+38	1.793718486268212e+38	1.6793019437514225e+38	1.5087933394542841e+38	1.5087933394542841e+38
34731.0	7.591332903236071e+39	2.3702804325352672e+39	1.186257694510686e+39	8.375609079708662e+38	6.622190152179415e+38	5.122684939121057e+38	3.933346468445301e+38	3.933346468445301e+38	3.209501248107897e+38	2.7309888670938463e+38	2.7309888670938463e+38	2.514211592597578e+38	2.2337781617689213e+38	1.9648277867107402e+38	1.8537056747275105e+38	1.79119118722367e+38	1.79119118722367e+38	1.6770134743733807e+38	1.506474403758492e+38	1.506474403758492e+38
34736.0	7.591332903236071e+39	2.3702804325352672e+39	1.186257694510686e+39	8.375609079708662e+38	6.622190152179415e+38	5.122684939121057e+38	3.933346468445301e+38	3.933346468445301e+38	3.209501248107897e+38	2.7309888670938463e+38	2.7309888670938463e+38	2.514211592597578e+38	2.2337781617689213e+38	1.9648277867107402e+38	1.8537056747275105e+38	1.79119118722367e+38	1.79119118722367e+38	1.6770134743733807e+38	1.506474403758492e+38	1.506474403758492e+38
34741.0	7.591332903236071e+39	2.3702804325352672e+39	1.186257694510686e+39	8.375609079708662e+38	6.622190152179415e+38	5.122684939121057e+38	3.933346468445301e+38	3.933346468445301e+38	3.209501248107897e+38	2.7309888670938463e+38	2.7309888670938463e+38	2.514211592597578e+38	2.2337781617689213e+38	1.9648277867107402e+38	1.8537056747275105e+38	1.79119118722367e+38	1.79119118722367e+38	1.6770134743733807e+38	1.506474403758492e+38	1.506474403758492e+38
34746.0	7.567027987100324e+39	2.3632810118736326e+39	1.1833829337895739e+39	8.356862892815114e+38	6.607545107441569e+38	5.111438093157174e+38	3.924730466524088e+38	3.924730466524088e+38	3.2025985012740536e+38	2.7252902133303e+38	2.7252902133303e+38	2.508195050862682e+38	2.2275182251511345e+38	1.9589191973465256e+38	1.848199790985827e+38	1.786232219932297e+38	1.786232219932297e+38	1.6724247615662186e+38	1.501994165298921e+38	1.501994165298921e+38
34751.0	7.564660703259861e+39	2.3625992726183994e+39	1.1831029338684767e+39	8.355037025774243e+38	6.6061186891170976e+38	5.110342657297293e+38	3.923891273251271e+38	3.923891273251271e+38	3.2019261779900195e+38	2.7247351679686334e+38	2.7247351679686334e+38	2.5076090434086774e+38	2.2269085111856617e+38	1.9583437043868418e+38	1.8476635213053903e+38	1.785749219576785e+38	1.785749219576785e+38	1.6719778237690976e+38	1.5015577928363489e+38	1.5015577928363489e+38
34756.0	7.564660703259861e+39	2.3625992726183994e+39	1.1831029338684767e+39	8.355037025774243e+38	6.6061186891170976e+38	5.110342657297293e+38	3.923891273251271e+38	3.923891273251271e+38	3.2019261779900195e+38	2.7247351679686334e+38	2.7247351679686334e+38	2.5076090434086774e+38	2.2269085111856617e+38	1.9583437043868418e+38	1.8476635213053903e+38	1.785749219576785e+38	1.785749219576785e+38	1.6719778237690976e+38	1.5015577928363489e+38	1.5015577928363489e+38
34761.0	7.553018403784147e+39	2.3592474335936462e+39	1.1817265680509868e+39	8.346062597488968e+38	6.599107681371302e+38	5.104958418847851e+38	3.919766413120965e+38	3.919766413120965e+38	3.198621463062693e+38	2.722006818491412e+38	2.722006818491412e+38	2.5046105533008296e+38	2.223690467938365e+38	1.955260922849486e+38	1.8447533815925027e+38	1.783074081339195e+38	1.783074081339195e+38	1.669480438867742e+38	1.4991630427618525e+38	1.4991630427618525e+38
34766.0	7.538010192513268e+39	2.3549265424900967e+39	1.1799522803324826e+39	8.334493567159374e+38	6.590069717205361e+38	5.098017540170869e+38	3.914449012342228e+38	3.914449012342228e+38	3.194361320131066e+38	2.718489674351601e+38	2.718489674351601e+38	2.500745168019675e+38	2.219542054385269e+38	1.9512868765958988e+38	1.8410018897390336e+38	1.779625532370642e+38	1.779625532370642e+38	1.6662610336031344e+38	1.4960759451370256e+38	1.4960759451370256e+38
34771.0	7.538010192513268e+39	2.3549265424900967e+39	1.1799522803324826e+39	8.334493567159374e+38	6.590069717205361e+38	5.098017540170869e+38	3.914449012342228e+38	3.914449012342228e+38	3.194361320131066e+38	2.718489674351601e+38	2.718489674351601e+38	2.500745168019675e+38	2.219542054385269e+38	1.9512868765958988e+38	1.8410018897390336e+38	1.779625532370642e+38	1.779625532370642e+38	1.6662610336031344e+38	1.4960759451370256e+38	1.4960759451370256e+38
34776.0	7.538010192513268e+39	2.3549265424900967e+39	1.1799522803324826e+39	8.334493567159374e+38	6.590069717205361e+38	5.098017540170869e+38	3.914449012342228e+38	3.914449012342228e+38	3.194361320131066e+38	2.718489674351601e+38	2.718489674351601e+38	2.500745168019675e+38	2.219542054385269e+38	1.9512868765958988e+38	1.8410018897390336e+38	1.779625532370642e+38	1.779625532370642e+38	1.6662610336031344e+38	1.4960759451370256e+38	1.4960759451370256e+38
34781.0	7.512408238071742e+39	2.347557963821241e+39	1.1769274991310642e+39	8.314774048310277e+38	6.5746649625724026e+38	5.08618752235665e+38	3.905386181174618e+38	3.905386181174618e+38	3.187100739295912e+38	2.7124957085783754e+38	2.7124957085783754e+38	2.493769483030157e+38	2.2117273193133762e+38	1.9436426894446908e+38	1.833635107106445e+38	1.7726250233431014e+38	1.7726250233431014e+38	1.6596395826822306e+38	1.4899128562615253e+38	1.4899128562615253e+38
34786.0	7.511361457661458e+39	2.3472566866738338e+39	1.1768038256937775e+39	8.313967781504412e+38	6.574035112401712e+38	5.085703831514628e+38	3.905015631568742e+38	3.905015631568742e+38	3.1868038778276646e+38	2.712250634868645e+38	2.712250634868645e+38	2.4934842700237822e+38	2.2114078002858933e+38	1.9433301435654025e+38	1.8333339033931024e+38	1.7723387953627813e+38	1.7723387953627813e+38	1.6593688531515032e+38	1.4896608676597782e+38	1.4896608676597782e+38
34791.0	7.511361457661458e+39	2.3472566866738338e+39	1.1768038256937775e+39	8.313967781504412e+38	6.574035112401712e+38	5.085703831514628e+38	3.905015631568742e+38	3.905015631568742e+38	3.1868038778276646e+38	2.712250634868645e+38	2.712250634868645e+38	2.4934842700237822e+38	2.2114078002858933e+38	1.9433301435654025e+38	1.8333339033931024e+38	1.7723387953627813e+38	1.7723387953627813e+38	1.6593688531515032e+38	1.4896608676597782e+38	1.4896608676597782e+38
34796.0	7.498499033247018e+39	2.3435565129019316e+39	1.1752857542182892e+39	8.304073776083407e+38	6.56630647201763e+38	5.0797690082225404e+38	3.9004691903700766e+38	3.9004691903700766e+38	3.1831618402004828e+38	2.7092442800337643e+38	2.7092442800337643e+38	2.4896398164423026e+38	2.2068233856655948e+38	1.938716968290542e+38	1.828766068851652e+38	1.7678157475128417e+38	1.7678157475128417e+38	1.6550245962925106e+38	1.485759600641067e+38	1.485759600641067e+38
34801.0	7.484722888888512e+39	2.3395934864622154e+39	1.1736598420948037e+39	8.293476921044899e+38	6.558028805055674e+38	5.073412587397069e+38	3.8955997794213954e+38	3.8955997794213954e+38	3.17926107977659e+38	2.706024359988854e+38	2.706024359988854e+38	2.4855222608546817e+38	2.2019133037421927e+38	1.9337760826153503e+38	1.8238737448215e+38	1.762971391727844e+38	1.762971391727844e+38	1.65037173243951e+38	1.4815811957075072e+38	1.4815811957075072e+38
34806.0	7.484722888888512e+39	2.3395934864622154e+39	1.1736598420948037e+39	8.293476921044899e+38	6.558028805055674e+38	5.073412587397069e+38	3.8955997794213954e+38	3.8955997794213954e+38	3.17926107977659e+38	2.706024359988854e+38	2.706024359988854e+38	2.4855222608546817e+38	2.2019133037421927e+38	1.9337760826153503e+38	1.8238737448215e+38	1.762971391727844e+38	1.762971391727844e+38	1.65037173243951e+38	1.4815811957075072e+38	1.4815811957075072e+38
34811.0	7.48463659300012e+39	2.3395686751789212e+39	1.173649669141619e+39	8.293410640223153e+38	6.55797703394781e+38	5.073372835077804e+38	3.895569327873738e+38	3.895569327873738e+38	3.179236688039191e+38	2.706004228085069e+38	2.706004228085069e+38	2.4854938856140737e+38	2.2018775439799777e+38	1.933739259620781e+38	1.8238365101449994e+38	1.762933397127465e+38	1.762933397127465e+38	1.6503348483316114e+38	1.481548902549246e+38	1.481548902549246e+38
34816.0	7.458097436811719e+39	2.3319382940002792e+39	1.1705211122832884e+39	8.27302685238146e+38	6.542055516211059e+38	5.061147536405212e+38	3.886204358180535e+38	3.886204358180535e+38	3.1717353326374277e+38	2.699812928025794e+38	2.699812928025794e+38	2.4767674566218027e+38	2.190880103286524e+38	1.9224148359153626e+38	1.8123854791203962e+38	1.7512486615908276e+38	1.7512486615908276e+38	1.6389916300320868e+38	1.4716175699345265e+38	1.4716175699345265e+38
34821.0	7.458097436811719e+39	2.3319382940002792e+39	1.1705211122832884e+39	8.27302685238146e+38	6.542055516211059e+38	5.061147536405212e+38	3.886204358180535e+38	3.886204358180535e+38	3.1717353326374277e+38	2.699812928025794e+38	2.699812928025794e+38	2.4767674566218027e+38	2.190880103286524e+38	1.9224148359153626e+38	1.8123854791203962e+38	1.7512486615908276e+38	1.7512486615908276e+38	1.6389916300320868e+38	1.4716175699345265e+38	1.4716175699345265e+38
34826.0	7.458097436811719e+39	2.3319382940002792e+39	1.1705211122832884e+39	8.27302685238146e+38	6.542055516211059e+38	5.061147536405212e+38	3.886204358180535e+38	3.886204358180535e+38	3.1717353326374277e+38	2.699812928025794e+38	2.699812928025794e+38	2.4767674566218027e+38	2.190880103286524e+38	1.9224148359153626e+38	1.8123854791203962e+38	1.7512486615908276e+38	1.7512486615908276e+38	1.6389916300320868e+38	1.4716175699345265e+38	1.4716175699345265e+38
34831.0	7.444203789363745e+39	2.3279454551894958e+39	1.1688847167139571e+39	8.262367505389905e+38	6.533730073330557e+38	5.054755185438349e+38	3.881307745560128e+38	3.881307745560128e+38	3.167813376400142e+38	2.696576176069881e+38	2.696576176069881e+38	2.471919766572301e+38	2.184581135401321e+38	1.9158500114029103e+38	1.8056759739837968e+38	1.7443004519522668e+38	1.7443004519522668e+38	1.6322122286540517e+38	1.4657542062216158e+38	1.4657542062216158e+38
34836.0	7.431475783040352e+39	2.3242876052388446e+39	1.1673856105050214e+39	8.252602450070933e+38	6.5261031135977116e+38	5.048899136202016e+38	3.876821946087447e+38	3.876821946087447e+38	3.164220462158208e+38	2.6936109792404396e+38	2.6936109792404396e+38	2.4674787851932247e+38	2.178810634647367e+38	1.9098359587058533e+38	1.799529378993155e+38	1.737935179150649e+38	1.737935179150649e+38	1.6260016015360433e+38	1.4603827635753472e+38	1.4603827635753472e+38
34841.0	7.431475783040352e+39	2.3242876052388446e+39	1.1673856105050214e+39	8.252602450070933e+38	6.5261031135977116e+38	5.048899136202016e+38	3.876821946087447e+38	3.876821946087447e+38	3.164220462158208e+38	2.6936109792404396e+38	2.6936109792404396e+38	2.4674787851932247e+38	2.178810634647367e+38	1.9098359587058533e+38	1.799529378993155e+38	1.737935179150649e+38	1.737935179150649e+38	1.6260016015360433e+38	1.4603827635753472e+38	1.4603827635753472e+38
34846.0	7.430442245694601e+39	2.3239907859427126e+39	1.167263996466014e+39	8.251810383950763e+38	6.525484500730275e+38	5.0484241808055274e+38	3.876458130081639e+38	3.876458130081639e+38	3.1639290663383062e+38	2.6933704953459355e+38	2.6933704953459355e+38	2.467112459848031e+38	2.1783306233115606e+38	1.9093339212715617e+38	1.7990144244372053e+38	1.737399143958213e+38	1.737399143958213e+38	1.6254777214689451e+38	1.4599316667318835e+38	1.4599316667318835e+38
34851.0	7.40484074330832e+39	2.316638347301311e+39	1.1642515246645272e+39	8.232190306602755e+38	6.510160991747276e+38	5.036659176118869e+38	3.867446132228683e+38	3.867446132228683e+38	3.156710971308393e+38	2.6874135272457247e+38	2.6874135272457247e+38	2.458038303759046e+38	2.166440379180927e+38	1.896898074008878e+38	1.7862586102934848e+38	1.7241211464918217e+38	1.7241211464918217e+38	1.6125008156579526e+38	1.4487576564632884e+38	1.4487576564632884e+38
34856.0	7.40484074330832e+39	2.316638347301311e+39	1.1642515246645272e+39	8.232190306602755e+38	6.510160991747276e+38	5.036659176118869e+38	3.867446132228683e+38	3.867446132228683e+38	3.156710971308393e+38	2.6874135272457247e+38	2.6874135272457247e+38	2.458038303759046e+38	2.166440379180927e+38	1.896898074008878e+38	1.7862586102934848e+38	1.7241211464918217e+38	1.7241211464918217e+38	1.6125008156579526e+38	1.4487576564632884e+38	1.4487576564632884e+38
34861.0	7.40484074330832e+39	2.316638347301311e+39	1.1642515246645272e+39	8.232190306602755e+38	6.510160991747276e+38	5.036659176118869e+38	3.867446132228683e+38	3.867446132228683e+38	3.156710971308393e+38	2.6874135272457247e+38	2.6874135272457247e+38	2.458038303759046e+38	2.166440379180927e+38	1.896898074008878e+38	1.7862586102934848e+38	1.7241211464918217e+38	1.7241211464918217e+38	1.6125008156579526e+38	1.4487576564632884e+38	1.4487576564632884e+38
34866.0	7.390061159195593e+39	2.3124040545184415e+39	1.1625174036740677e+39	8.220899300644087e+38	6.501343574363108e+38	5.029890186310617e+38	3.862261174814767e+38	3.862261174814767e+38	3.152557909155061e+38	2.6839857231273056e+38	2.6839857231273056e+38	2.452950164891987e+38	2.1598436670944737e+38	1.8900165202636398e+38	1.7791979119127053e+38	1.716758889751755e+38	1.716758889751755e+38	1.6053045804425046e+38	1.4425749666159368e+38	1.4425749666159368e+38
34871.0	7.378161496950565e+39	2.3089948480361484e+39	1.16112119022712e+39	8.211808438797775e+38	6.494244302289904e+38	5.024440189081747e+38	3.858086548417308e+38	3.858086548417308e+38	3.1492141048551346e+38	2.681225854450339e+38	2.681225854450339e+38	2.4488534911620638e+38	2.1545323778756592e+38	1.884475893094109e+38	1.7735130478932273e+38	1.71083122846577e+38	1.71083122846577e+38	1.5995105900401716e+38	1.4375970240440686e+38	1.4375970240440686e+38
34876.0	7.378161496950565e+39	2.3089948480361484e+39	1.16112119022712e+39	8.211808438797775e+38	6.494244302289904e+38	5.024440189081747e+38	3.858086548417308e+38	3.858086548417308e+38	3.1492141048551346e+38	2.681225854450339e+38	2.681225854450339e+38	2.4488534911620638e+38	2.1545323778756592e+38	1.884475893094109e+38	1.7735130478932273e+38	1.71083122846577e+38	1.71083122846577e+38	1.5995105900401716e+38	1.4375970240440686e+38	1.4375970240440686e+38
34881.0	7.376356642008133e+39	2.3084809900165747e+39	1.160910969501629e+39	8.210440640969608e+38	6.493176461227152e+38	5.0236206727336925e+38	3.8574588349107665e+38	3.8574588349107665e+38	3.1487112428260603e+38	2.6808106860426844e+38	2.6808106860426844e+38	2.448289003829597e+38	2.1538293635089938e+38	1.883750689048348e+38	1.772770176451447e+38	1.710055091754975e+38	1.710055091754975e+38	1.5987525336777232e+38	1.4369485288550902e+38	1.4369485288550902e+38
34886.0	7.351383257700713e+39	2.3013708486414624e+39	1.1580021911595888e+39	8.191514720656254e+38	6.478400977274178e+38	5.012281203713204e+38	3.848773299987562e+38	3.848773299987562e+38	3.141753250573912e+38	2.675066091309382e+38	2.675066091309382e+38	2.4404783156912042e+38	2.1441019070028677e+38	1.8737161987908115e+38	1.762491226287404e+38	1.6993158573167366e+38	1.6993158573167366e+38	1.5882634730773124e+38	1.4279754423232419e+38	1.4279754423232419e+38
34891.0	7.351383257700713e+39	2.3013708486414624e+39	1.1580021911595888e+39	8.191514720656254e+38	6.478400977274178e+38	5.012281203713204e+38	3.848773299987562e+38	3.848773299987562e+38	3.141753250573912e+38	2.675066091309382e+38	2.675066091309382e+38	2.4404783156912042e+38	2.1441019070028677e+38	1.8737161987908115e+38	1.762491226287404e+38	1.6993158573167366e+38	1.6993158573167366e+38	1.5882634730773124e+38	1.4279754423232419e+38	1.4279754423232419e+38
34896.0	7.351383257700713e+39	2.3013708486414624e+39	1.1580021911595888e+39	8.191514720656254e+38	6.478400977274178e+38	5.012281203713204e+38	3.848773299987562e+38	3.848773299987562e+38	3.141753250573912e+38	2.675066091309382e+38	2.675066091309382e+38	2.4404783156912042e+38	2.1441019070028677e+38	1.8737161987908115e+38	1.762491226287404e+38	1.6993158573167366e+38	1.6993158573167366e+38	1.5882634730773124e+38	1.4279754423232419e+38	1.4279754423232419e+38
34901.0	7.335789435114748e+39	2.296975227500658e+39	1.1562070180422988e+39	8.17984771174239e+38	6.469296727922136e+38	5.005297547040879e+38	3.843424471062245e+38	3.843424471062245e+38	3.137467265993542e+38	2.6715258410571532e+38	2.6715258410571532e+38	2.436385334145684e+38	2.1394430583561754e+38	1.8690400379592946e+38	1.7577217401222652e+38	1.6943102378384344e+38	1.6943102378384344e+38	1.5833842716771481e+38	1.4238445168245537e+38	1.4238445168245537e+38
34906.0	7.324454817202288e+39	2.293780200377303e+39	1.1549021679159726e+39	8.171367360789898e+38	6.462679159508987e+38	5.0002213651376786e+38	3.839536589703242e+38	3.839536589703242e+38	3.1343519299475294e+38	2.6689525538658763e+38	2.6689525538658763e+38	2.4334102854245984e+38	2.1360567001344415e+38	1.8656410961007314e+38	1.754254963260941e+38	1.690671823723554e+38	1.690671823723554e+38	1.5798377465526045e+38	1.4208418879377401e+38	1.4208418879377401e+38
34911.0	7.324454817202288e+39	2.293780200377303e+39	1.1549021679159726e+39	8.171367360789898e+38	6.462679159508987e+38	5.0002213651376786e+38	3.839536589703242e+38	3.839536589703242e+38	3.1343519299475294e+38	2.6689525538658763e+38	2.6689525538658763e+38	2.4334102854245984e+38	2.1360567001344415e+38	1.8656410961007314e+38	1.754254963260941e+38	1.690671823723554e+38	1.690671823723554e+38	1.5798377465526045e+38	1.4208418879377401e+38	1.4208418879377401e+38
34916.0	7.32204489726469e+39	2.29310745553885e+39	1.1546278761166148e+39	8.169586689559278e+38	6.461290260501978e+38	4.9991564889258966e+38	3.838721045068366e+38	3.838721045068366e+38	3.1336982786731304e+38	2.6684123719061027e+38	2.6684123719061027e+38	2.432895422430019e+38	2.135549163928139e+38	1.865157093075674e+38	1.7537654655005258e+38	1.690153563849038e+38	1.690153563849038e+38	1.5793345589738233e+38	1.4204245329360025e+38	1.4204245329360025e+38
34921.0	7.297384152832384e+39	2.286223248196353e+39	1.1518210442968902e+39	8.151365055947643e+38	6.44707763753482e+38	4.988259595754837e+38	3.830375565411536e+38	3.830375565411536e+38	3.1270094560386828e+38	2.66288468235547e+38	2.66288468235547e+38	2.42762682220439e+38	2.130355538829436e+38	1.860204283349843e+38	1.748756428070916e+38	1.6848502033035036e+38	1.6848502033035036e+38	1.5741854334413788e+38	1.4161537333651036e+38	1.4161537333651036e+38
34926.0	7.297384152832384e+39	2.286223248196353e+39	1.1518210442968902e+39	8.151365055947643e+38	6.44707763753482e+38	4.988259595754837e+38	3.830375565411536e+38	3.830375565411536e+38	3.1270094560386828e+38	2.66288468235547e+38	2.66288468235547e+38	2.42762682220439e+38	2.130355538829436e+38	1.860204283349843e+38	1.748756428070916e+38	1.6848502033035036e+38	1.6848502033035036e+38	1.5741854334413788e+38	1.4161537333651036e+38	1.4161537333651036e+38
34931.0	7.297384152832384e+39	2.286223248196353e+39	1.1518210442968902e+39	8.151365055947643e+38	6.44707763753482e+38	4.988259595754837e+38	3.830375565411536e+38	3.830375565411536e+38	3.1270094560386828e+38	2.66288468235547e+38	2.66288468235547e+38	2.42762682220439e+38	2.130355538829436e+38	1.860204283349843e+38	1.748756428070916e+38	1.6848502033035036e+38	1.6848502033035036e+38	1.5741854334413788e+38	1.4161537333651036e+38	1.4161537333651036e+38
34936.0	7.281192557112693e+39	2.2817270746794755e+39	1.1499891009492776e+39	8.1394783424593e+38	6.437808437739009e+38	4.9811547600014256e+38	3.824934391678747e+38	3.824934391678747e+38	3.1226475506663367e+38	2.6592786490247697e+38	2.6592786490247697e+38	2.4246453986065662e+38	2.127813042669989e+38	1.857928317108602e+38	1.74648108087469e+38	1.682414664189397e+38	1.682414664189397e+38	1.5718333330653833e+38	1.4142550724270857e+38	1.4142550724270857e+38
34941.0	7.270272443600833e+39	2.27869471603964e+39	1.1487535816311352e+39	8.131461574821146e+38	6.431557002384107e+38	4.9763630387743425e+38	3.8212646956322005e+38	3.8212646956322005e+38	3.1197057466206687e+38	2.6568466284888993e+38	2.6568466284888993e+38	2.4226346342150384e+38	2.1260983045339034e+38	1.8563933350022194e+38	1.7449465162714338e+38	1.6807720611965198e+38	1.6807720611965198e+38	1.5702470037410952e+38	1.4129745567001224e+38	1.4129745567001224e+38
34946.0	7.270272443600833e+39	2.27869471603964e+39	1.1487535816311352e+39	8.131461574821146e+38	6.431557002384107e+38	4.9763630387743425e+38	3.8212646956322005e+38	3.8212646956322005e+38	3.1197057466206687e+38	2.6568466284888993e+38	2.6568466284888993e+38	2.4226346342150384e+38	2.1260983045339034e+38	1.8563933350022194e+38	1.7449465162714338e+38	1.6807720611965198e+38	1.6807720611965198e+38	1.5702470037410952e+38	1.4129745567001224e+38	1.4129745567001224e+38
34951.0	7.267489033606459e+39	2.2779206767850203e+39	1.1484376786633811e+39	8.129410253168816e+38	6.429957239914627e+38	4.975136753956169e+38	3.820325484497007e+38	3.820325484497007e+38	3.11895257933329e+38	2.6562236447426205e+38	2.6562236447426205e+38	2.422159064328513e+38	2.1257332716056326e+38	1.8560846158591988e+38	1.744642330201317e+38	1.6804449719563083e+38	1.6804449719563083e+38	1.5699332678908603e+38	1.4127265822854908e+38	1.4127265822854908e+38
34956.0	7.24342276636e+39	2.2712280818749697e+39	1.1457062789553648e+39	8.111673859610829e+38	6.4161251737802e+38	4.964533896951952e+38	3.812204759836917e+38	3.812204759836917e+38	3.1124404502340924e+38	2.6508371248413267e+38	2.6508371248413267e+38	2.418047132558982e+38	2.1225770782948075e+38	1.853415329834125e+38	1.7420122385975358e+38	1.677616852101781e+38	1.677616852101781e+38	1.5672206057850935e+38	1.4105825149203248e+38	1.4105825149203248e+38
34961.0	7.24342276636e+39	2.2712280818749697e+39	1.1457062789553648e+39	8.111673859610829e+38	6.4161251737802e+38	4.964533896951952e+38	3.812204759836917e+38	3.812204759836917e+38	3.1124404502340924e+38	2.6508371248413267e+38	2.6508371248413267e+38	2.418047132558982e+38	2.1225770782948075e+38	1.853415329834125e+38	1.7420122385975358e+38	1.677616852101781e+38	1.677616852101781e+38	1.5672206057850935e+38	1.4105825149203248e+38	1.4105825149203248e+38
34966.0	7.24342276636e+39	2.2712280818749697e+39	1.1457062789553648e+39	8.111673859610829e+38	6.4161251737802e+38	4.964533896951952e+38	3.812204759836917e+38	3.812204759836917e+38	3.1124404502340924e+38	2.6508371248413267e+38	2.6508371248413267e+38	2.418047132558982e+38	2.1225770782948075e+38	1.853415329834125e+38	1.7420122385975358e+38	1.677616852101781e+38	1.677616852101781e+38	1.5672206057850935e+38	1.4105825149203248e+38	1.4105825149203248e+38
34971.0	7.227722646842001e+39	2.266805156126825e+39	1.1438882637719083e+39	8.099827140661046e+38	6.406880071211406e+38	4.957443209303837e+38	3.806772293463608e+38	3.806772293463608e+38	3.1080798003536246e+38	2.6472247794142084e+38	2.6472247794142084e+38	2.415596116460064e+38	2.1210499838468138e+38	1.8523075639894503e+38	1.740986654202712e+38	1.6765321866091891e+38	1.6765321866091891e+38	1.5662129496269916e+38	1.4098186577799338e+38	1.4098186577799338e+38
34976.0	7.217615832218657e+39	2.2639579363602448e+39	1.1427179323982804e+39	8.092200918950882e+38	6.400928617292249e+38	4.952878641146927e+38	3.803275190749221e+38	3.803275190749221e+38	3.1052726701321845e+38	2.6448993636397928e+38	2.6448993636397928e+38	2.41401829628346e+38	2.1200669301521894e+38	1.8515944494156814e+38	1.7403264432185097e+38	1.6758339426850332e+38	1.6758339426850332e+38	1.565564279788375e+38	1.4093269314266538e+38	1.4093269314266538e+38
34981.0	7.217615832218657e+39	2.2639579363602448e+39	1.1427179323982804e+39	8.092200918950882e+38	6.400928617292249e+38	4.952878641146927e+38	3.803275190749221e+38	3.803275190749221e+38	3.1052726701321845e+38	2.6448993636397928e+38	2.6448993636397928e+38	2.41401829628346e+38	2.1200669301521894e+38	1.8515944494156814e+38	1.7403264432185097e+38	1.6758339426850332e+38	1.6758339426850332e+38	1.565564279788375e+38	1.4093269314266538e+38	1.4093269314266538e+38
34986.0	7.214989843621544e+39	2.2631942341446966e+39	1.1423989353817009e+39	8.090106012659687e+38	6.3992912994953655e+38	4.9516212994484074e+38	3.802311226673484e+38	3.802311226673484e+38	3.104497273531842e+38	2.644254978473809e+38	2.644254978473809e+38	2.4137034516197514e+38	2.120030121782174e+38	1.8516701307748772e+38	1.7404406188570075e+38	1.6759696822373786e+38	1.6759696822373786e+38	1.565714164251711e+38	1.4094625983295837e+38	1.4094625983295837e+38
34991.0	7.194026800281301e+39	2.2570976643952364e+39	1.139852409364292e+39	8.073382554140363e+38	6.386220730957651e+38	4.941584047744978e+38	3.7946159835485434e+38	3.7946159835485434e+38	3.0983073485044706e+38	2.639110906569926e+38	2.639110906569926e+38	2.411190073481694e+38	2.1197362836989606e+38	1.852274288620275e+38	1.7413520732558825e+38	1.6770532795241037e+38	1.6770532795241037e+38	1.5669106791582852e+38	1.4105456156622105e+38	1.4105456156622105e+38
34996.0	7.194026800281301e+39	2.2570976643952364e+39	1.139852409364292e+39	8.073382554140363e+38	6.386220730957651e+38	4.941584047744978e+38	3.7946159835485434e+38	3.7946159835485434e+38	3.0983073485044706e+38	2.639110906569926e+38	2.639110906569926e+38	2.411190073481694e+38	2.1197362836989606e+38	1.852274288620275e+38	1.7413520732558825e+38	1.6770532795241037e+38	1.6770532795241037e+38	1.5669106791582852e+38	1.4105456156622105e+38	1.4105456156622105e+38
35001.0	7.194026800281301e+39	2.2570976643952364e+39	1.139852409364292e+39	8.073382554140363e+38	6.386220730957651e+38	4.941584047744978e+38	3.7946159835485434e+38	3.7946159835485434e+38	3.0983073485044706e+38	2.639110906569926e+38	2.639110906569926e+38	2.411190073481694e+38	2.1197362836989606e+38	1.852274288620275e+38	1.7413520732558825e+38	1.6770532795241037e+38	1.6770532795241037e+38	1.5669106791582852e+38	1.4105456156622105e+38	1.4105456156622105e+38
35006.0	7.181277193192774e+39	2.2532068785133805e+39	1.1381907299550408e+39	8.062355337018833e+38	6.3775848689984925e+38	4.9349413035047564e+38	3.789518571990442e+38	3.789518571990442e+38	3.0941957791821577e+38	2.6356797701562155e+38	2.6356797701562155e+38	2.4104866618032097e+38	2.121409033231021e+38	1.8548439098233097e+38	1.7443163115186053e+38	1.6803883804300986e+38	1.6803883804300986e+38	1.5703245436347112e+38	1.413424726096418e+38	1.413424726096418e+38
